Country,Date,new_case_weekly
Canada,2021-04-08,61149.0
Canada,2021-04-15,58766.0
Canada,2021-04-22,55462.0
Canada,2021-04-29,53164.0
Canada,2021-05-06,47480.0
Canada,2021-05-13,35783.0
Canada,2021-05-20,23933.0
Canada,2021-05-27,16545.0
Canada,2021-06-03,11067.0
Canada,2021-06-10,7911.0
Canada,2021-06-17,5494.0
Canada,2021-06-24,4159.0
Canada,2021-07-01,3148.0
Canada,2021-07-08,2816.0
Canada,2021-07-15,2909.0
Canada,2021-07-22,4038.0
Canada,2021-07-29,6147.0
Canada,2021-08-05,11016.0
Canada,2021-08-12,15079.0
Canada,2021-08-19,19376.0
Canada,2021-08-26,24018.0
Canada,2021-09-02,26299.0
Canada,2021-09-09,30248.0
Canada,2021-09-16,30094.0
Canada,2021-09-23,30382.0
Canada,2021-09-30,26967.0
Canada,2021-10-07,22705.0
Canada,2021-10-14,20144.0
Canada,2021-10-21,16499.0
Canada,2021-10-28,15887.0
Canada,2021-11-04,17668.0
Canada,2021-11-11,16988.0
Canada,2021-11-18,18269.0
Canada,2021-11-25,21164.0
Canada,2021-12-02,23834.0
Canada,2021-12-09,35398.0
Canada,2021-12-16,83122.0
Canada,2021-12-23,193882.0
Canada,2021-12-30,274397.0
Canada,2022-01-06,268859.0
Canada,2022-01-13,191264.0
Canada,2022-01-20,119168.0
Canada,2022-01-27,109410.0
Canada,2022-02-03,74711.0
Canada,2022-02-10,57644.0
Canada,2022-02-17,41394.0
Canada,2022-02-24,38731.0
Canada,2022-03-03,43017.0
Canada,2022-03-10,35724.0
Canada,2022-03-17,37243.0
Canada,2022-03-24,51712.0
Canada,2022-03-31,46763.0
Canada,2022-04-07,81436.0
Canada,2022-04-14,18945.0
Cuba,2020-03-12,7.0
Cuba,2020-03-19,50.0
Cuba,2020-03-26,155.0
Cuba,2020-04-02,245.0
Cuba,2020-04-09,357.0
Cuba,2020-04-16,375.0
Cuba,2020-04-23,278.0
Cuba,2020-04-30,236.0
Cuba,2020-05-07,107.0
Cuba,2020-05-14,90.0
Cuba,2020-05-21,74.0
Cuba,2020-05-28,133.0
Cuba,2020-06-04,104.0
Cuba,2020-06-11,69.0
Cuba,2020-06-18,39.0
Cuba,2020-06-25,29.0
Cuba,2020-07-02,51.0
Cuba,2020-07-09,39.0
Cuba,2020-07-16,24.0
Cuba,2020-07-23,126.0
Cuba,2020-07-30,138.0
Cuba,2020-08-06,402.0
Cuba,2020-08-13,354.0
Cuba,2020-08-20,277.0
Cuba,2020-08-27,367.0
Cuba,2020-09-03,333.0
Cuba,2020-09-10,417.0
Cuba,2020-09-17,394.0
Cuba,2020-09-24,327.0
Cuba,2020-10-01,301.0
Cuba,2020-10-08,137.0
Cuba,2020-10-15,333.0
Cuba,2020-10-22,359.0
Cuba,2020-10-29,417.0
Cuba,2020-11-05,285.0
Cuba,2020-11-12,275.0
Cuba,2020-11-19,322.0
Cuba,2020-11-26,430.0
Cuba,2020-12-03,650.0
Cuba,2020-12-10,565.0
Cuba,2020-12-17,829.0
Cuba,2020-12-24,1187.0
Cuba,2020-12-31,1478.0
Cuba,2021-01-07,2879.0
Cuba,2021-01-14,3078.0
Cuba,2021-01-21,4317.0
Cuba,2021-01-28,6090.0
Cuba,2021-02-04,5393.0
Cuba,2021-02-11,5843.0
Cuba,2021-02-18,6131.0
Cuba,2021-02-25,5605.0
Cuba,2021-03-04,5878.0
Cuba,2021-03-11,5346.0
Cuba,2021-03-18,5261.0
Cuba,2021-03-25,6277.0
Cuba,2021-04-01,7338.0
Cuba,2021-04-08,6803.0
Cuba,2021-04-15,7356.0
Cuba,2021-04-22,7752.0
Cuba,2021-04-29,7142.0
Cuba,2021-05-06,7721.0
Cuba,2021-05-13,8719.0
Cuba,2021-05-20,8534.0
Cuba,2021-05-27,7886.0
Cuba,2021-06-03,7906.0
Cuba,2021-06-10,9577.0
Cuba,2021-06-17,10912.0
Cuba,2021-06-24,18084.0
Cuba,2021-07-01,23584.0
Cuba,2021-07-08,42030.0
Cuba,2021-07-15,44247.0
Cuba,2021-07-22,57524.0
Cuba,2021-07-29,64236.0
Cuba,2021-08-05,61096.0
Cuba,2021-08-12,61565.0
Cuba,2021-08-19,65888.0
Cuba,2021-08-26,48301.0
Cuba,2021-09-02,53528.0
Cuba,2021-09-09,55505.0
Cuba,2021-09-16,56854.0
Cuba,2021-09-23,47074.0
Cuba,2021-09-30,31683.0
Cuba,2021-10-07,22212.0
Cuba,2021-10-14,13807.0
Cuba,2021-10-21,8720.0
Cuba,2021-10-28,4903.0
Cuba,2021-11-04,3582.0
Cuba,2021-11-11,2221.0
Cuba,2021-11-18,1905.0
Cuba,2021-11-25,1170.0
Cuba,2021-12-02,719.0
Cuba,2021-12-09,466.0
Cuba,2021-12-16,504.0
Cuba,2021-12-23,926.0
Cuba,2021-12-30,3895.0
Cuba,2022-01-06,16264.0
Cuba,2022-01-13,23214.0
Cuba,2022-01-20,22554.0
Cuba,2022-01-27,16690.0
Cuba,2022-02-03,8986.0
Cuba,2022-02-10,5902.0
Cuba,2022-02-17,4179.0
Cuba,2022-02-24,3803.0
Cuba,2022-03-03,3739.0
Cuba,2022-03-10,4056.0
Cuba,2022-03-17,5166.0
Cuba,2022-03-24,5761.0
Cuba,2022-03-31,4900.0
Cuba,2022-04-07,3762.0
Cuba,2022-04-14,449.0
France,2020-01-24,5.0
France,2020-01-31,1.0
France,2020-02-07,5.0
France,2020-02-14,1.0
France,2020-02-21,26.0
France,2020-02-28,388.0
France,2020-03-06,1867.0
France,2020-03-13,8669.0
France,2020-03-20,18246.0
France,2020-03-27,29964.0
France,2020-04-03,16362.0
France,2020-04-10,90128.0
France,2020-04-17,13699.0
France,2020-04-24,13157.0
France,2020-05-01,8233.0
France,2020-05-08,3539.0
France,2020-05-15,2761.0
France,2020-05-22,5397.0
France,2020-05-29,7386.0
France,2020-06-05,3309.0
France,2020-06-12,3562.0
France,2020-06-19,3112.0
France,2020-06-26,4327.0
France,2020-07-03,3647.0
France,2020-07-10,3761.0
France,2020-07-17,5656.0
France,2020-07-24,7095.0
France,2020-07-31,9007.0
France,2020-08-07,13829.0
France,2020-08-14,20412.0
France,2020-08-21,30041.0
France,2020-08-28,40683.0
France,2020-09-04,53595.0
France,2020-09-11,61620.0
France,2020-09-18,81718.0
France,2020-09-25,80270.0
France,2020-10-02,94190.0
France,2020-10-09,138109.0
France,2020-10-16,188910.0
France,2020-10-23,284283.0
France,2020-10-30,365110.0
France,2020-11-06,297438.0
France,2020-11-13,187238.0
France,2020-11-20,97733.0
France,2020-11-27,73763.0
France,2020-12-04,80706.0
France,2020-12-11,89419.0
France,2020-12-18,100252.0
France,2020-12-25,92961.0
France,2021-01-01,106914.0
France,2021-01-08,124426.0
France,2021-01-15,136423.0
France,2021-01-22,142833.0
France,2021-01-29,120632.0
France,2021-02-05,155659.0
France,2021-02-12,130092.0
France,2021-02-19,150286.0
France,2021-02-26,148896.0
France,2021-03-05,155013.0
France,2021-03-12,191170.0
France,2021-03-19,242552.0
France,2021-03-26,271100.0
France,2021-04-02,244259.0
France,2021-04-09,248655.0
France,2021-04-16,220760.0
France,2021-04-23,183824.0
France,2021-04-30,135733.0
France,2021-05-07,113073.0
France,2021-05-14,76346.0
France,2021-05-21,67140.0
France,2021-05-28,58568.0
France,2021-06-04,36001.0
France,2021-06-11,19842.0
France,2021-06-18,14732.0
France,2021-06-25,13692.0
France,2021-07-02,21198.0
France,2021-07-09,34292.0
France,2021-07-16,100377.0
France,2021-07-23,145641.0
France,2021-07-30,155035.0
France,2021-08-06,165390.0
France,2021-08-13,158672.0
France,2021-08-20,135739.0
France,2021-08-27,104711.0
France,2021-09-03,80546.0
France,2021-09-10,57028.0
France,2021-09-17,43082.0
France,2021-09-24,35775.0
France,2021-10-01,29923.0
France,2021-10-08,31028.0
France,2021-10-15,33941.0
France,2021-10-22,38581.0
France,2021-10-29,43601.0
France,2021-11-05,66344.0
France,2021-11-12,94699.0
France,2021-11-19,165447.0
France,2021-11-26,256808.0
France,2021-12-03,332266.0
France,2021-12-10,354955.0
France,2021-12-17,428949.0
France,2021-12-24,851342.0
France,2021-12-31,1444004.0
France,2022-01-07,2060195.0
France,2022-01-14,2362128.0
France,2022-01-21,2522526.0
France,2022-01-28,2024617.0
France,2022-02-04,1225524.0
France,2022-02-11,696458.0
France,2022-02-18,466409.0
France,2022-02-25,365617.0
France,2022-03-04,408349.0
France,2022-03-11,551314.0
France,2022-03-18,776169.0
France,2022-03-25,979045.0
France,2022-04-01,934652.0
France,2022-04-08,898356.0
France,2022-04-15,0.0
Germany,2020-01-27,10.0
Germany,2020-02-03,4.0
Germany,2020-02-10,2.0
Germany,2020-02-17,0.0
Germany,2020-02-24,101.0
Germany,2020-03-02,730.0
Germany,2020-03-09,3991.0
Germany,2020-03-16,13772.0
Germany,2020-03-23,33937.0
Germany,2020-03-30,39167.0
Germany,2020-04-06,28765.0
Germany,2020-04-13,19418.0
Germany,2020-04-20,14278.0
Germany,2020-04-27,8321.0
Germany,2020-05-04,6722.0
Germany,2020-05-11,5137.0
Germany,2020-05-18,3926.0
Germany,2020-05-25,3201.0
Germany,2020-06-01,2497.0
Germany,2020-06-08,2290.0
Germany,2020-06-15,3553.0
Germany,2020-06-22,3677.0
Germany,2020-06-29,2836.0
Germany,2020-07-06,2469.0
Germany,2020-07-13,2770.0
Germany,2020-07-20,3695.0
Germany,2020-07-27,4624.0
Germany,2020-08-03,5998.0
Germany,2020-08-10,7562.0
Germany,2020-08-17,9411.0
Germany,2020-08-24,8907.0
Germany,2020-08-31,8214.0
Germany,2020-09-07,9443.0
Germany,2020-09-14,11987.0
Germany,2020-09-21,12725.0
Germany,2020-09-28,15097.0
Germany,2020-10-05,23627.0
Germany,2020-10-12,39110.0
Germany,2020-10-19,67207.0
Germany,2020-10-26,103749.0
Germany,2020-11-02,125575.0
Germany,2020-11-09,131998.0
Germany,2020-11-16,127766.0
Germany,2020-11-23,124431.0
Germany,2020-11-30,128623.0
Germany,2020-12-07,149393.0
Germany,2020-12-14,173293.0
Germany,2020-12-21,146849.0
Germany,2020-12-28,124808.0
Germany,2021-01-04,142861.0
Germany,2021-01-11,124991.0
Germany,2021-01-18,101418.0
Germany,2021-01-25,81427.0
Germany,2021-02-01,67647.0
Germany,2021-02-08,50551.0
Germany,2021-02-15,51998.0
Germany,2021-02-22,55777.0
Germany,2021-03-01,57846.0
Germany,2021-03-08,69063.0
Germany,2021-03-15,90271.0
Germany,2021-03-22,112885.0
Germany,2021-03-29,112985.0
Germany,2021-04-05,112882.0
Germany,2021-04-12,143994.0
Germany,2021-04-19,145156.0
Germany,2021-04-26,129404.0
Germany,2021-05-03,103507.0
Germany,2021-05-10,73105.0
Germany,2021-05-17,55524.0
Germany,2021-05-24,30190.0
Germany,2021-05-31,21219.0
Germany,2021-06-07,14602.0
Germany,2021-06-14,7012.0
Germany,2021-06-21,4729.0
Germany,2021-06-28,4202.0
Germany,2021-07-05,5253.0
Germany,2021-07-12,8516.0
Germany,2021-07-19,11217.0
Germany,2021-07-26,15364.0
Germany,2021-08-02,19504.0
Germany,2021-08-09,30247.0
Germany,2021-08-16,47184.0
Germany,2021-08-23,64350.0
Germany,2021-08-30,73094.0
Germany,2021-09-06,71999.0
Germany,2021-09-13,64476.0
Germany,2021-09-20,54262.0
Germany,2021-09-27,55922.0
Germany,2021-10-04,57973.0
Germany,2021-10-11,63516.0
Germany,2021-10-18,92368.0
Germany,2021-10-25,131393.0
Germany,2021-11-01,169483.0
Germany,2021-11-08,254436.0
Germany,2021-11-15,333473.0
Germany,2021-11-22,406754.0
Germany,2021-11-29,396429.0
Germany,2021-12-06,351738.0
Germany,2021-12-13,283673.0
Germany,2021-12-20,197845.0
Germany,2021-12-27,197948.0
Germany,2022-01-03,321107.0
Germany,2022-01-10,455541.0
Germany,2022-01-17,715470.0
Germany,2022-01-24,1055768.0
Germany,2022-01-31,1285375.0
Germany,2022-02-07,1322071.0
Germany,2022-02-14,1218465.0
Germany,2022-02-21,1119632.0
Germany,2022-02-28,1108231.0
Germany,2022-03-07,1350362.0
Germany,2022-03-14,1538666.0
Germany,2022-03-21,1576261.0
Germany,2022-03-28,1412455.0
Germany,2022-04-04,1009309.0
Germany,2022-04-11,661325.0
India,2020-01-30,3.0
India,2020-02-06,0.0
India,2020-02-13,0.0
India,2020-02-20,0.0
India,2020-02-27,25.0
India,2020-03-05,34.0
India,2020-03-12,94.0
India,2020-03-19,501.0
India,2020-03-26,1341.0
India,2020-04-02,3918.0
India,2020-04-09,6406.0
India,2020-04-16,9048.0
India,2020-04-23,11692.0
India,2020-04-30,19925.0
India,2020-05-07,25068.0
India,2020-05-14,33973.0
India,2020-05-21,46058.0
India,2020-05-28,58738.0
India,2020-06-04,69781.0
India,2020-06-11,80341.0
India,2020-06-18,106159.0
India,2020-06-25,131536.0
India,2020-07-02,162655.0
India,2020-07-09,201561.0
India,2020-07-16,269941.0
India,2020-07-23,343165.0
India,2020-07-30,382573.0
India,2020-08-06,432101.0
India,2020-08-13,440288.0
India,2020-08-20,473309.0
India,2020-08-27,543172.0
India,2020-09-03,612457.0
India,2020-09-10,652390.0
India,2020-09-17,614265.0
India,2020-09-24,580066.0
India,2020-10-01,523071.0
India,2020-10-08,471442.0
India,2020-10-15,399849.0
India,2020-10-22,333257.0
India,2020-10-29,323883.0
India,2020-11-05,319830.0
India,2020-11-12,274567.0
India,2020-11-19,308222.0
India,2020-11-26,268259.0
India,2020-12-03,232407.0
India,2020-12-10,189186.0
India,2020-12-17,167221.0
India,2020-12-24,142896.0
India,2020-12-31,128604.0
India,2021-01-07,116815.0
India,2021-01-14,98790.0
India,2021-01-21,90310.0
India,2021-01-28,88990.0
India,2021-02-04,81111.0
India,2021-02-11,78907.0
India,2021-02-18,96713.0
India,2021-02-25,110009.0
India,2021-03-04,128638.0
India,2021-03-11,189044.0
India,2021-03-18,312929.0
India,2021-03-25,434131.0
India,2021-04-01,706909.0
India,2021-04-08,1145990.0
India,2021-04-15,1856210.0
India,2021-04-22,2445647.0
India,2021-04-29,2700989.0
India,2021-05-06,2626255.0
India,2021-05-13,2068775.0
India,2021-05-20,1596653.0
India,2021-05-27,1072893.0
India,2021-06-03,740546.0
India,2021-06-10,517781.0
India,2021-06-17,382465.0
India,2021-06-24,328856.0
India,2021-07-01,297923.0
India,2021-07-08,278323.0
India,2021-07-15,269840.0
India,2021-07-22,270394.0
India,2021-07-29,284000.0
India,2021-08-05,265592.0
India,2021-08-12,244552.0
India,2021-08-19,236272.0
India,2021-08-26,299407.0
India,2021-09-02,282044.0
India,2021-09-09,207344.0
India,2021-09-16,216096.0
India,2021-09-23,176559.0
India,2021-09-30,154332.0
India,2021-10-07,126418.0
India,2021-10-14,106720.0
India,2021-10-21,104359.0
India,2021-10-28,89216.0
India,2021-11-04,80645.0
India,2021-11-11,76847.0
India,2021-11-18,66365.0
India,2021-11-25,61659.0
India,2021-12-02,59700.0
India,2021-12-09,52361.0
India,2021-12-16,47374.0
India,2021-12-23,56064.0
India,2021-12-30,287246.0
India,2022-01-06,1208641.0
India,2022-01-13,1900846.0
India,2022-01-20,2152727.0
India,2022-01-27,1431818.0
India,2022-02-03,674742.0
India,2022-02-10,276255.0
India,2022-02-17,126864.0
India,2022-02-24,63981.0
India,2022-03-03,34907.0
India,2022-03-10,21410.0
India,2022-03-17,13210.0
India,2022-03-24,9753.0
India,2022-03-31,7518.0
India,2022-04-07,7065.0
India,2022-04-14,949.0
Iran,2020-02-19,95.0
Iran,2020-02-26,2241.0
Iran,2020-03-04,5706.0
Iran,2020-03-11,8127.0
Iran,2020-03-18,8642.0
Iran,2020-03-25,19794.0
Iran,2020-04-01,17984.0
Iran,2020-04-08,12288.0
Iran,2020-04-15,9925.0
Iran,2020-04-22,7782.0
Iran,2020-04-29,7386.0
Iran,2020-05-06,10797.0
Iran,2020-05-13,13836.0
Iran,2020-05-20,14908.0
Iran,2020-05-27,18051.0
Iran,2020-06-03,18365.0
Iran,2020-06-10,16512.0
Iran,2020-06-17,17531.0
Iran,2020-06-24,17692.0
Iran,2020-07-01,18026.0
Iran,2020-07-08,16485.0
Iran,2020-07-15,16654.0
Iran,2020-07-22,17446.0
Iran,2020-07-29,18513.0
Iran,2020-08-05,16403.0
Iran,2020-08-12,16646.0
Iran,2020-08-19,15528.0
Iran,2020-08-26,13531.0
Iran,2020-09-02,14218.0
Iran,2020-09-09,16241.0
Iran,2020-09-16,21840.0
Iran,2020-09-23,24444.0
Iran,2020-09-30,26188.0
Iran,2020-10-07,28564.0
Iran,2020-10-14,31281.0
Iran,2020-10-21,42154.0
Iran,2020-10-28,55888.0
Iran,2020-11-04,65576.0
Iran,2020-11-11,85185.0
Iran,2020-11-18,92069.0
Iran,2020-11-25,95409.0
Iran,2020-12-02,86446.0
Iran,2020-12-09,61077.0
Iran,2020-12-16,47269.0
Iran,2020-12-23,41738.0
Iran,2020-12-30,43139.0
Iran,2021-01-06,43402.0
Iran,2021-01-13,43112.0
Iran,2021-01-20,43572.0
Iran,2021-01-27,45710.0
Iran,2021-02-03,49980.0
Iran,2021-02-10,52638.0
Iran,2021-02-17,56571.0
Iran,2021-02-24,57569.0
Iran,2021-03-03,58385.0
Iran,2021-03-10,56754.0
Iran,2021-03-17,52399.0
Iran,2021-03-24,59522.0
Iran,2021-03-31,88160.0
Iran,2021-04-07,154818.0
Iran,2021-04-14,168715.0
Iran,2021-04-21,151266.0
Iran,2021-04-28,137544.0
Iran,2021-05-05,115615.0
Iran,2021-05-12,88063.0
Iran,2021-05-19,75981.0
Iran,2021-05-26,68427.0
Iran,2021-06-02,56293.0
Iran,2021-06-09,69532.0
Iran,2021-06-16,67688.0
Iran,2021-06-23,75473.0
Iran,2021-06-30,94114.0
Iran,2021-07-07,130106.0
Iran,2021-07-14,159119.0
Iran,2021-07-21,182049.0
Iran,2021-07-28,221530.0
Iran,2021-08-04,258949.0
Iran,2021-08-11,278567.0
Iran,2021-08-18,239151.0
Iran,2021-08-25,235669.0
Iran,2021-09-01,192061.0
Iran,2021-09-08,156532.0
Iran,2021-09-15,119140.0
Iran,2021-09-22,99895.0
Iran,2021-09-29,92270.0
Iran,2021-10-06,77824.0
Iran,2021-10-13,80182.0
Iran,2021-10-20,67489.0
Iran,2021-10-27,67143.0
Iran,2021-11-03,59861.0
Iran,2021-11-10,47182.0
