CountryName,Date,new_cases
Canada,2020-12-24,6353.0
Canada,2020-12-25,5924.0
Canada,2020-12-26,5377.0
Canada,2020-12-27,5544.0
Canada,2020-12-28,6270.0
Canada,2020-12-29,9405.0
Canada,2020-12-30,7714.0
Canada,2020-12-31,6995.0
Canada,2021-01-01,6333.0
Canada,2021-01-02,5814.0
Canada,2021-01-03,9625.0
Canada,2021-01-04,9717.0
Canada,2021-01-05,7528.0
Canada,2021-01-06,8911.0
Canada,2021-01-07,9231.0
Canada,2021-01-08,8890.0
Canada,2021-01-09,6890.0
Canada,2021-01-10,6404.0
Canada,2021-01-11,7420.0
Canada,2021-01-12,6803.0
Canada,2021-01-13,7091.0
Canada,2021-01-14,7019.0
Canada,2021-01-15,6949.0
Canada,2021-01-16,5801.0
Canada,2021-01-17,4881.0
Canada,2021-01-18,6045.0
Canada,2021-01-19,5317.0
Canada,2021-01-20,5837.0
Canada,2021-01-21,5842.0
Canada,2021-01-22,5668.0
Canada,2021-01-23,4302.0
Canada,2021-01-24,3940.0
Canada,2021-01-25,5352.0
Canada,2021-01-26,4364.0
Canada,2021-01-27,4451.0
Canada,2021-01-28,4644.0
Canada,2021-01-29,4692.0
Canada,2021-01-30,3703.0
Canada,2021-01-31,3203.0
Canada,2021-02-01,4011.0
Canada,2021-02-02,3630.0
Canada,2021-02-03,3601.0
Canada,2021-02-04,3929.0
Canada,2021-02-05,3964.0
Canada,2021-02-06,2971.0
Canada,2021-02-07,2578.0
Canada,2021-02-08,3508.0
Canada,2021-02-09,2947.0
Canada,2021-02-10,3609.0
Canada,2021-02-11,3376.0
Canada,2021-02-12,3310.0
Canada,2021-02-13,2521.0
Canada,2021-02-14,2210.0
Canada,2021-02-15,1968.0
Canada,2021-02-16,3978.0
Canada,2021-02-17,2861.0
Canada,2021-02-18,3450.0
Canada,2021-02-19,3145.0
Canada,2021-02-20,2573.0
Canada,2021-02-21,2408.0
Canada,2021-02-22,3574.0
Canada,2021-02-23,3023.0
Canada,2021-02-24,3059.0
Canada,2021-02-25,3153.0
Canada,2021-02-26,3115.0
Canada,2021-02-27,2502.0
Canada,2021-02-28,2137.0
Canada,2021-03-01,3512.0
Canada,2021-03-02,3054.0
Canada,2021-03-03,2952.0
Canada,2021-03-04,3239.0
Canada,2021-03-05,3315.0
Canada,2021-03-06,2654.0
Canada,2021-03-07,2369.0
Canada,2021-03-08,3766.0
Canada,2021-03-09,3031.0
Canada,2021-03-10,3210.0
Canada,2021-03-11,3438.0
Canada,2021-03-12,3771.0
Canada,2021-03-13,2816.0
Canada,2021-03-14,2403.0
Canada,2021-03-15,3885.0
Canada,2021-03-16,3478.0
Canada,2021-03-17,3630.0
Canada,2021-03-18,3927.0
Canada,2021-03-19,4347.0
Canada,2021-03-20,3319.0
Canada,2021-03-21,3107.0
Canada,2021-03-22,5087.0
Canada,2021-03-23,4044.0
Canada,2021-03-24,4997.0
Canada,2021-03-25,5167.0
Canada,2021-03-26,5611.0
Canada,2021-03-27,4122.0
Canada,2021-03-28,4028.0
Canada,2021-03-29,6609.0
Canada,2021-03-30,5234.0
Canada,2021-03-31,6518.0
Canada,2021-04-01,6354.0
Canada,2021-04-02,4619.0
Canada,2021-04-03,5962.0
Canada,2021-04-04,4381.0
Canada,2021-04-05,7515.0
Canada,2021-04-06,11181.0
Canada,2021-04-07,8156.0
Canada,2021-04-08,8875.0
Canada,2021-04-09,9193.0
Canada,2021-04-10,7965.0
Canada,2021-04-11,7185.0
Canada,2021-04-12,10371.0
Canada,2021-04-13,8196.0
Canada,2021-04-14,9364.0
Canada,2021-04-15,9756.0
Canada,2021-04-16,8268.0
Canada,2021-04-17,7828.0
Canada,2021-04-18,7191.0
Canada,2021-04-19,9604.0
Canada,2021-04-20,7903.0
Canada,2021-04-21,8216.0
Canada,2021-04-22,9033.0
Canada,2021-04-23,8226.0
Canada,2021-04-24,7184.0
Canada,2021-04-25,6601.0
Canada,2021-04-26,8646.0
Canada,2021-04-27,7503.0
Canada,2021-04-28,8269.0
Canada,2021-04-29,8358.0
Canada,2021-04-30,7966.0
Canada,2021-05-01,7766.0
Canada,2021-05-02,6138.0
Canada,2021-05-03,8316.0
Canada,2021-05-04,6901.0
Canada,2021-05-05,7719.0
Canada,2021-05-06,8083.0
Canada,2021-05-07,7746.0
Canada,2021-05-08,6479.0
Canada,2021-05-09,5535.0
Canada,2021-05-10,6941.0
Canada,2021-05-11,6082.0
Canada,2021-05-12,6614.0
Canada,2021-05-13,6352.0
Canada,2021-05-14,6006.0
Canada,2021-05-15,4793.0
Canada,2021-05-16,4269.0
Canada,2021-05-17,4996.0
Canada,2021-05-18,4377.0
Canada,2021-05-19,4990.0
Canada,2021-05-20,4478.0
Canada,2021-05-21,4471.0
Canada,2021-05-22,3432.0
Canada,2021-05-23,2831.0
Canada,2021-05-24,2373.0
Canada,2021-05-25,3497.0
Canada,2021-05-26,2851.0
Canada,2021-05-27,3026.0
Canada,2021-05-28,2944.0
Canada,2021-05-29,2348.0
Canada,2021-05-30,1852.0
Canada,2021-05-31,2350.0
Canada,2021-06-01,1829.0
Canada,2021-06-02,2196.0
Canada,2021-06-03,2155.0
Canada,2021-06-04,1813.0
Canada,2021-06-05,1501.0
Canada,2021-06-06,1188.0
Canada,2021-06-07,1463.0
Canada,2021-06-08,1374.0
Canada,2021-06-09,1573.0
Canada,2021-06-10,1438.0
Canada,2021-06-11,1349.0
Canada,2021-06-12,1162.0
Canada,2021-06-13,922.0
Canada,2021-06-14,1052.0
Canada,2021-06-15,970.0
Canada,2021-06-16,1018.0
Canada,2021-06-17,1098.0
Canada,2021-06-18,989.0
Canada,2021-06-19,743.0
Canada,2021-06-20,619.0
Canada,2021-06-21,684.0
Canada,2021-06-22,652.0
Canada,2021-06-23,709.0
Canada,2021-06-24,708.0
Canada,2021-06-25,638.0
Canada,2021-06-26,520.0
Canada,2021-06-27,403.0
Canada,2021-06-28,712.0
Canada,2021-06-29,628.0
Canada,2021-06-30,550.0
Canada,2021-07-01,276.0
Canada,2021-07-02,656.0
Canada,2021-07-03,385.0
Canada,2021-07-04,293.0
Canada,2021-07-05,573.0
Canada,2021-07-06,405.0
Canada,2021-07-07,560.0
Canada,2021-07-08,523.0
Canada,2021-07-09,534.0
Canada,2021-07-10,347.0
Canada,2021-07-11,269.0
Canada,2021-07-12,454.0
Canada,2021-07-13,365.0
Canada,2021-07-14,324.0
Canada,2021-07-15,447.0
Canada,2021-07-16,366.0
Canada,2021-07-17,347.0
Canada,2021-07-18,291.0
Canada,2021-07-19,565.0
Canada,2021-07-20,355.0
Canada,2021-07-21,538.0
Canada,2021-07-22,394.0
Canada,2021-07-23,595.0
Canada,2021-07-24,374.0
Canada,2021-07-25,294.0
Canada,2021-07-26,944.0
Canada,2021-07-27,594.0
Canada,2021-07-28,843.0
Canada,2021-07-29,931.0
Canada,2021-07-30,905.0
Canada,2021-07-31,472.0
Canada,2021-08-01,380.0
Canada,2021-08-02,336.0
Canada,2021-08-03,2029.0
Canada,2021-08-04,1094.0
Canada,2021-08-05,1590.0
Canada,2021-08-06,1625.0
Canada,2021-08-07,719.0
Canada,2021-08-08,729.0
Canada,2021-08-09,2857.0
Canada,2021-08-10,1416.0
Canada,2021-08-11,2080.0
Canada,2021-08-12,2162.0
Canada,2021-08-13,2438.0
Canada,2021-08-14,1072.0
Canada,2021-08-15,927.0
Canada,2021-08-16,3904.0
Canada,2021-08-17,1989.0
Canada,2021-08-18,2587.0
Canada,2021-08-19,2911.0
Canada,2021-08-20,3058.0
Canada,2021-08-21,1435.0
Canada,2021-08-22,1191.0
Canada,2021-08-23,4831.0
Canada,2021-08-24,2476.0
Canada,2021-08-25,3474.0
Canada,2021-08-26,3562.0
Canada,2021-08-27,3755.0
Canada,2021-08-28,1671.0
Canada,2021-08-29,1434.0
Canada,2021-08-30,6442.0
Canada,2021-08-31,3149.0
Canada,2021-09-01,4005.0
Canada,2021-09-02,4057.0
Canada,2021-09-03,4228.0
Canada,2021-09-04,1700.0
Canada,2021-09-05,1801.0
Canada,2021-09-06,1504.0
Canada,2021-09-07,9072.0
Canada,2021-09-08,3937.0
Canada,2021-09-09,4253.0
Canada,2021-09-10,4651.0
Canada,2021-09-11,1100.0
Canada,2021-09-12,2793.0
Canada,2021-09-13,8746.0
Canada,2021-09-14,4248.0
Canada,2021-09-15,4457.0
Canada,2021-09-16,4666.0
Canada,2021-09-17,5021.0
Canada,2021-09-18,1998.0
Canada,2021-09-19,1817.0
Canada,2021-09-20,8566.0
Canada,2021-09-21,3898.0
Canada,2021-09-22,4128.0
Canada,2021-09-23,4584.0
Canada,2021-09-24,4533.0
Canada,2021-09-25,1217.0
Canada,2021-09-26,1112.0
Canada,2021-09-27,10900.0
Canada,2021-09-28,3627.0
Canada,2021-09-29,4409.0
Canada,2021-09-30,3708.0
Canada,2021-10-01,5287.0
Canada,2021-10-02,1788.0
Canada,2021-10-03,1464.0
Canada,2021-10-04,7999.0
Canada,2021-10-05,2886.0
Canada,2021-10-06,3835.0
Canada,2021-10-07,4144.0
Canada,2021-10-08,4108.0
Canada,2021-10-09,1710.0
Canada,2021-10-10,1569.0
Canada,2021-10-11,1378.0
Canada,2021-10-12,7119.0
Canada,2021-10-13,2677.0
Canada,2021-10-14,3349.0
Canada,2021-10-15,3426.0
Canada,2021-10-16,1577.0
Canada,2021-10-17,1292.0
Canada,2021-10-18,5431.0
Canada,2021-10-19,2265.0
Canada,2021-10-20,2804.0
Canada,2021-10-21,2853.0
Canada,2021-10-22,2581.0
Canada,2021-10-23,1755.0
Canada,2021-10-24,1496.0
Canada,2021-10-25,3357.0
Canada,2021-10-26,1807.0
Canada,2021-10-27,2650.0
Canada,2021-10-28,2648.0
Canada,2021-10-29,2534.0
Canada,2021-10-30,1788.0
Canada,2021-10-31,1563.0
Canada,2021-11-01,3003.0
Canada,2021-11-02,1953.0
Canada,2021-11-03,2398.0
Canada,2021-11-04,2680.0
Canada,2021-11-05,2570.0
Canada,2021-11-06,1432.0
Canada,2021-11-07,1233.0
Canada,2021-11-08,4543.0
Canada,2021-11-09,2482.0
Canada,2021-11-10,2728.0
Canada,2021-11-11,1618.0
Canada,2021-11-12,3878.0
Canada,2021-11-13,1445.0
Canada,2021-11-14,1301.0
Canada,2021-11-15,4026.0
Canada,2021-11-16,2107.0
Canada,2021-11-17,2613.0
Canada,2021-11-18,2838.0
Canada,2021-11-19,2759.0
Canada,2021-11-20,1862.0
Canada,2021-11-21,1470.0
Canada,2021-11-22,4165.0
Canada,2021-11-23,2378.0
Canada,2021-11-24,2797.0
Canada,2021-11-25,4397.0
Canada,2021-11-26,3025.0
Canada,2021-11-27,2202.0
Canada,2021-11-28,1734.0
Canada,2021-11-29,3774.0
Canada,2021-11-30,2618.0
Canada,2021-12-01,3414.0
Canada,2021-12-02,3385.0
Canada,2021-12-03,3637.0
Canada,2021-12-04,2622.0
Canada,2021-12-05,2310.0
Canada,2021-12-06,4687.0
Canada,2021-12-07,3255.0
Canada,2021-12-08,3938.0
Canada,2021-12-09,4515.0
Canada,2021-12-10,3085.0
Canada,2021-12-11,5743.0
Canada,2021-12-12,3531.0
Canada,2021-12-13,6103.0
Canada,2021-12-14,5240.0
Canada,2021-12-15,7181.0
Canada,2021-12-16,7924.0
Canada,2021-12-17,10017.0
Canada,2021-12-18,8304.0
Canada,2021-12-19,8386.0
Canada,2021-12-20,15450.0
Canada,2021-12-21,14141.0
Canada,2021-12-22,18900.0
Canada,2021-12-23,25965.0
Canada,2021-12-24,25184.0
Canada,2021-12-25,19026.0
Canada,2021-12-26,18174.0
Canada,2021-12-27,22388.0
Canada,2021-12-28,28085.0
Canada,2021-12-29,55060.0
Canada,2021-12-30,42954.0
Canada,2021-12-31,42936.0
Canada,2022-01-01,33012.0
Canada,2022-01-02,29988.0
Canada,2022-01-03,36321.0
Canada,2022-01-04,49267.0
Canada,2022-01-05,39919.0
Canada,2022-01-06,41879.0
Canada,2022-01-07,45491.0
Canada,2022-01-08,29032.0
Canada,2022-01-09,26272.0
Canada,2022-01-10,58155.0
Canada,2022-01-11,33157.0
Canada,2022-01-12,34873.0
Canada,2022-01-13,31587.0
Canada,2022-01-14,40510.0
Canada,2022-01-15,18147.0
Canada,2022-01-16,15277.0
Canada,2022-01-17,41407.0
Canada,2022-01-18,20864.0
Canada,2022-01-19,23472.0
Canada,2022-01-20,22966.0
Canada,2022-01-21,21193.0
Canada,2022-01-22,13783.0
Canada,2022-01-23,5268.0
Canada,2022-01-24,19230.0
Canada,2022-01-25,29249.0
Canada,2022-01-26,7479.0
Canada,2022-01-27,28575.0
Canada,2022-01-28,16539.0
Canada,2022-01-29,8436.0
Canada,2022-01-30,7290.0
Canada,2022-01-31,21281.0
Canada,2022-02-01,11937.0
Canada,2022-02-02,15352.0
Canada,2022-02-03,13172.0
Canada,2022-02-04,13098.0
Canada,2022-02-05,6623.0
Canada,2022-02-06,5403.0
Canada,2022-02-07,16050.0
Canada,2022-02-08,10040.0
Canada,2022-02-09,10325.0
Canada,2022-02-10,10431.0
Canada,2022-02-11,7353.0
Canada,2022-02-12,9844.0
Canada,2022-02-13,3615.0
Canada,2022-02-14,12189.0
Canada,2022-02-15,6456.0
Canada,2022-02-16,7756.0
Canada,2022-02-17,7195.0
Canada,2022-02-18,6747.0
Canada,2022-02-19,3544.0
Canada,2022-02-20,2448.0
Canada,2022-02-21,3657.0
Canada,2022-02-22,7991.0
Canada,2022-02-23,9812.0
Canada,2022-02-24,5761.0
Canada,2022-02-25,8632.0
Canada,2022-02-26,1812.0
Canada,2022-02-27,3584.0
Canada,2022-02-28,7919.0
Canada,2022-03-01,5110.0
Canada,2022-03-02,5913.0
Canada,2022-03-03,8355.0
Canada,2022-03-04,9503.0
Canada,2022-03-05,3197.0
Canada,2022-03-06,2613.0
Canada,2022-03-07,8455.0
Canada,2022-03-08,4153.0
Canada,2022-03-09,6741.0
Canada,2022-03-10,5607.0
Canada,2022-03-11,8058.0
Canada,2022-03-12,1824.0
Canada,2022-03-13,1393.0
Canada,2022-03-14,4522.0
Canada,2022-03-15,9031.0
Canada,2022-03-16,5289.0
Canada,2022-03-17,4200.0
Canada,2022-03-18,3340.0
Canada,2022-03-19,3007.0
Canada,2022-03-20,2253.0
Canada,2022-03-21,8153.0
Canada,2022-03-22,9466.0
Canada,2022-03-23,6824.0
Canada,2022-03-24,7053.0
Canada,2022-03-25,8944.0
Canada,2022-03-26,4374.0
Canada,2022-03-27,3654.0
Canada,2022-03-28,6150.0
Canada,2022-03-29,10561.0
Canada,2022-03-30,10976.0
Canada,2022-03-31,8791.0
Canada,2022-04-01,13015.0
Canada,2022-04-02,3357.0
Canada,2022-04-03,2581.0
Canada,2022-04-04,563.0
Canada,2022-04-05,8904.0
Canada,2022-04-06,9552.0
Canada,2022-04-07,6019.0
Canada,2022-04-08,0.0
Canada,2022-04-09,11609.0
Canada,2022-04-10,0.0
Canada,2022-04-11,0.0
Canada,2022-04-12,0.0
Canada,2022-04-13,63808.0
Canada,2022-04-14,18945.0
Cuba,2020-03-12,3.0
Cuba,2020-03-13,1.0
Cuba,2020-03-14,0.0
Cuba,2020-03-15,0.0
Cuba,2020-03-16,0.0
Cuba,2020-03-17,1.0
Cuba,2020-03-18,2.0
Cuba,2020-03-19,4.0
Cuba,2020-03-20,5.0
Cuba,2020-03-21,5.0
Cuba,2020-03-22,14.0
Cuba,2020-03-23,5.0
Cuba,2020-03-24,8.0
Cuba,2020-03-25,9.0
Cuba,2020-03-26,10.0
Cuba,2020-03-27,13.0
Cuba,2020-03-28,39.0
Cuba,2020-03-29,20.0
Cuba,2020-03-30,31.0
Cuba,2020-03-31,16.0
Cuba,2020-04-01,26.0
Cuba,2020-04-02,21.0
Cuba,2020-04-03,36.0
Cuba,2020-04-04,19.0
Cuba,2020-04-05,32.0
Cuba,2020-04-06,30.0
Cuba,2020-04-07,46.0
Cuba,2020-04-08,61.0
Cuba,2020-04-09,58.0
Cuba,2020-04-10,49.0
Cuba,2020-04-11,56.0
Cuba,2020-04-12,49.0
Cuba,2020-04-13,57.0
Cuba,2020-04-14,40.0
Cuba,2020-04-15,48.0
Cuba,2020-04-16,48.0
Cuba,2020-04-17,61.0
Cuba,2020-04-18,63.0
Cuba,2020-04-19,49.0
Cuba,2020-04-20,52.0
Cuba,2020-04-21,50.0
Cuba,2020-04-22,52.0
Cuba,2020-04-23,46.0
Cuba,2020-04-24,50.0
Cuba,2020-04-25,52.0
Cuba,2020-04-26,32.0
Cuba,2020-04-27,20.0
Cuba,2020-04-28,48.0
Cuba,2020-04-29,30.0
Cuba,2020-04-30,34.0
Cuba,2020-05-01,36.0
Cuba,2020-05-02,74.0
Cuba,2020-05-03,38.0
Cuba,2020-05-04,19.0
Cuba,2020-05-05,17.0
Cuba,2020-05-06,18.0
Cuba,2020-05-07,26.0
Cuba,2020-05-08,12.0
Cuba,2020-05-09,13.0
Cuba,2020-05-10,12.0
Cuba,2020-05-11,17.0
Cuba,2020-05-12,21.0
Cuba,2020-05-13,6.0
Cuba,2020-05-14,20.0
Cuba,2020-05-15,10.0
Cuba,2020-05-16,22.0
Cuba,2020-05-17,10.0
Cuba,2020-05-18,9.0
Cuba,2020-05-19,6.0
Cuba,2020-05-20,13.0
Cuba,2020-05-21,8.0
Cuba,2020-05-22,8.0
Cuba,2020-05-23,15.0
Cuba,2020-05-24,10.0
Cuba,2020-05-25,6.0
Cuba,2020-05-26,16.0
Cuba,2020-05-27,11.0
Cuba,2020-05-28,9.0
Cuba,2020-05-29,22.0
Cuba,2020-05-30,20.0
Cuba,2020-05-31,20.0
Cuba,2020-06-01,38.0
Cuba,2020-06-02,9.0
Cuba,2020-06-03,15.0
Cuba,2020-06-04,12.0
Cuba,2020-06-05,14.0
Cuba,2020-06-06,40.0
Cuba,2020-06-07,18.0
Cuba,2020-06-08,9.0
Cuba,2020-06-09,5.0
Cuba,2020-06-10,6.0
Cuba,2020-06-11,8.0
Cuba,2020-06-12,14.0
Cuba,2020-06-13,5.0
Cuba,2020-06-14,10.0
Cuba,2020-06-15,14.0
Cuba,2020-06-16,11.0
Cuba,2020-06-17,7.0
Cuba,2020-06-18,15.0
Cuba,2020-06-19,10.0
Cuba,2020-06-20,4.0
Cuba,2020-06-21,3.0
Cuba,2020-06-22,3.0
Cuba,2020-06-23,3.0
Cuba,2020-06-24,1.0
Cuba,2020-06-25,2.0
Cuba,2020-06-26,4.0
Cuba,2020-06-27,5.0
Cuba,2020-06-28,2.0
Cuba,2020-06-29,8.0
Cuba,2020-06-30,1.0
Cuba,2020-07-01,7.0
Cuba,2020-07-02,5.0
Cuba,2020-07-03,8.0
Cuba,2020-07-04,8.0
Cuba,2020-07-05,3.0
Cuba,2020-07-06,8.0
Cuba,2020-07-07,15.0
Cuba,2020-07-08,4.0
Cuba,2020-07-09,4.0
Cuba,2020-07-10,10.0
Cuba,2020-07-11,7.0
Cuba,2020-07-12,6.0
Cuba,2020-07-13,2.0
Cuba,2020-07-14,4.0
Cuba,2020-07-15,6.0
Cuba,2020-07-16,2.0
Cuba,2020-07-17,4.0
Cuba,2020-07-18,1.0
Cuba,2020-07-19,1.0
Cuba,2020-07-20,0.0
Cuba,2020-07-21,3.0
Cuba,2020-07-22,13.0
Cuba,2020-07-23,4.0
Cuba,2020-07-24,3.0
Cuba,2020-07-25,9.0
Cuba,2020-07-26,17.0
Cuba,2020-07-27,37.0
Cuba,2020-07-28,23.0
Cuba,2020-07-29,33.0
Cuba,2020-07-30,9.0
Cuba,2020-07-31,11.0
Cuba,2020-08-01,25.0
Cuba,2020-08-02,13.0
Cuba,2020-08-03,24.0
Cuba,2020-08-04,31.0
Cuba,2020-08-05,25.0
Cuba,2020-08-06,49.0
Cuba,2020-08-07,54.0
Cuba,2020-08-08,59.0
Cuba,2020-08-09,65.0
Cuba,2020-08-10,93.0
Cuba,2020-08-11,47.0
Cuba,2020-08-12,35.0
Cuba,2020-08-13,46.0
Cuba,2020-08-14,55.0
Cuba,2020-08-15,63.0
Cuba,2020-08-16,24.0
Cuba,2020-08-17,48.0
Cuba,2020-08-18,44.0
Cuba,2020-08-19,74.0
Cuba,2020-08-20,83.0
Cuba,2020-08-21,17.0
Cuba,2020-08-22,35.0
Cuba,2020-08-23,65.0
Cuba,2020-08-24,35.0
Cuba,2020-08-25,27.0
Cuba,2020-08-26,15.0
Cuba,2020-08-27,47.0
Cuba,2020-08-28,60.0
Cuba,2020-08-29,59.0
Cuba,2020-08-30,48.0
Cuba,2020-08-31,59.0
Cuba,2020-09-01,33.0
Cuba,2020-09-02,61.0
Cuba,2020-09-03,88.0
Cuba,2020-09-04,52.0
Cuba,2020-09-05,32.0
Cuba,2020-09-06,11.0
Cuba,2020-09-07,43.0
Cuba,2020-09-08,25.0
Cuba,2020-09-09,82.0
Cuba,2020-09-10,92.0
Cuba,2020-09-11,42.0
Cuba,2020-09-12,60.0
Cuba,2020-09-13,31.0
Cuba,2020-09-14,42.0
Cuba,2020-09-15,77.0
Cuba,2020-09-16,73.0
Cuba,2020-09-17,57.0
Cuba,2020-09-18,71.0
Cuba,2020-09-19,51.0
Cuba,2020-09-20,36.0
Cuba,2020-09-21,50.0
Cuba,2020-09-22,81.0
Cuba,2020-09-23,48.0
Cuba,2020-09-24,40.0
Cuba,2020-09-25,40.0
Cuba,2020-09-26,62.0
Cuba,2020-09-27,45.0
Cuba,2020-09-28,26.0
Cuba,2020-09-29,48.0
Cuba,2020-09-30,66.0
Cuba,2020-10-01,73.0
Cuba,2020-10-02,48.0
Cuba,2020-10-03,62.0
Cuba,2020-10-04,29.0
Cuba,2020-10-05,36.0
Cuba,2020-10-06,38.0
Cuba,2020-10-07,15.0
Cuba,2020-10-08,19.0
Cuba,2020-10-09,26.0
Cuba,2020-10-10,5.0
Cuba,2020-10-11,30.0
Cuba,2020-10-12,22.0
Cuba,2020-10-13,17.0
Cuba,2020-10-14,18.0
Cuba,2020-10-15,27.0
Cuba,2020-10-16,56.0
Cuba,2020-10-17,52.0
Cuba,2020-10-18,50.0
Cuba,2020-10-19,38.0
Cuba,2020-10-20,47.0
Cuba,2020-10-21,63.0
Cuba,2020-10-22,53.0
Cuba,2020-10-23,58.0
Cuba,2020-10-24,55.0
Cuba,2020-10-25,32.0
Cuba,2020-10-26,29.0
Cuba,2020-10-27,83.0
Cuba,2020-10-28,49.0
Cuba,2020-10-29,39.0
Cuba,2020-10-30,35.0
Cuba,2020-10-31,86.0
Cuba,2020-11-01,48.0
Cuba,2020-11-02,35.0
Cuba,2020-11-03,65.0
Cuba,2020-11-04,109.0
Cuba,2020-11-05,40.0
Cuba,2020-11-06,44.0
Cuba,2020-11-07,39.0
Cuba,2020-11-08,30.0
Cuba,2020-11-09,52.0
Cuba,2020-11-10,43.0
Cuba,2020-11-11,37.0
Cuba,2020-11-12,58.0
Cuba,2020-11-13,54.0
Cuba,2020-11-14,27.0
Cuba,2020-11-15,22.0
Cuba,2020-11-16,49.0
Cuba,2020-11-17,28.0
Cuba,2020-11-18,37.0
Cuba,2020-11-19,21.0
Cuba,2020-11-20,38.0
Cuba,2020-11-21,35.0
Cuba,2020-11-22,48.0
Cuba,2020-11-23,33.0
Cuba,2020-11-24,71.0
Cuba,2020-11-25,76.0
Cuba,2020-11-26,49.0
Cuba,2020-11-27,35.0
Cuba,2020-11-28,63.0
Cuba,2020-11-29,60.0
Cuba,2020-11-30,51.0
Cuba,2020-12-01,97.0
Cuba,2020-12-02,75.0
Cuba,2020-12-03,75.0
Cuba,2020-12-04,79.0
Cuba,2020-12-05,104.0
Cuba,2020-12-06,68.0
Cuba,2020-12-07,124.0
Cuba,2020-12-08,76.0
Cuba,2020-12-09,124.0
Cuba,2020-12-10,75.0
Cuba,2020-12-11,86.0
Cuba,2020-12-12,87.0
Cuba,2020-12-13,69.0
Cuba,2020-12-14,69.0
Cuba,2020-12-15,96.0
Cuba,2020-12-16,83.0
Cuba,2020-12-17,100.0
Cuba,2020-12-18,122.0
Cuba,2020-12-19,131.0
Cuba,2020-12-20,103.0
Cuba,2020-12-21,115.0
Cuba,2020-12-22,142.0
Cuba,2020-12-23,116.0
Cuba,2020-12-24,217.0
Cuba,2020-12-25,183.0
Cuba,2020-12-26,138.0
Cuba,2020-12-27,167.0
Cuba,2020-12-28,229.0
Cuba,2020-12-29,167.0
Cuba,2020-12-30,86.0
Cuba,2020-12-31,176.0
Cuba,2021-01-01,193.0
Cuba,2021-01-02,169.0
Cuba,2021-01-03,199.0
Cuba,2021-01-04,316.0
Cuba,2021-01-05,224.0
Cuba,2021-01-06,201.0
Cuba,2021-01-07,314.0
Cuba,2021-01-08,344.0
Cuba,2021-01-09,365.0
Cuba,2021-01-10,388.0
Cuba,2021-01-11,431.0
Cuba,2021-01-12,487.0
Cuba,2021-01-13,550.0
Cuba,2021-01-14,505.0
Cuba,2021-01-15,547.0
Cuba,2021-01-16,405.0
Cuba,2021-01-17,650.0
Cuba,2021-01-18,292.0
Cuba,2021-01-19,330.0
Cuba,2021-01-20,349.0
Cuba,2021-01-21,408.0
Cuba,2021-01-22,530.0
Cuba,2021-01-23,567.0
Cuba,2021-01-24,634.0
Cuba,2021-01-25,567.0
Cuba,2021-01-26,786.0
Cuba,2021-01-27,825.0
Cuba,2021-01-28,666.0
Cuba,2021-01-29,659.0
Cuba,2021-01-30,910.0
Cuba,2021-01-31,1012.0
Cuba,2021-02-01,906.0
Cuba,2021-02-02,1044.0
Cuba,2021-02-03,893.0
Cuba,2021-02-04,816.0
Cuba,2021-02-05,845.0
Cuba,2021-02-06,821.0
Cuba,2021-02-07,820.0
Cuba,2021-02-08,653.0
Cuba,2021-02-09,580.0
Cuba,2021-02-10,858.0
Cuba,2021-02-11,850.0
Cuba,2021-02-12,823.0
Cuba,2021-02-13,888.0
Cuba,2021-02-14,806.0
Cuba,2021-02-15,715.0
Cuba,2021-02-16,937.0
Cuba,2021-02-17,824.0
Cuba,2021-02-18,923.0
Cuba,2021-02-19,859.0
Cuba,2021-02-20,937.0
Cuba,2021-02-21,1039.0
Cuba,2021-02-22,838.0
Cuba,2021-02-23,836.0
Cuba,2021-02-24,699.0
Cuba,2021-02-25,670.0
Cuba,2021-02-26,875.0
Cuba,2021-02-27,720.0
Cuba,2021-02-28,618.0
Cuba,2021-03-01,811.0
Cuba,2021-03-02,997.0
Cuba,2021-03-03,914.0
Cuba,2021-03-04,807.0
Cuba,2021-03-05,777.0
Cuba,2021-03-06,750.0
Cuba,2021-03-07,858.0
Cuba,2021-03-08,873.0
Cuba,2021-03-09,1041.0
Cuba,2021-03-10,772.0
Cuba,2021-03-11,778.0
Cuba,2021-03-12,762.0
Cuba,2021-03-13,639.0
Cuba,2021-03-14,914.0
Cuba,2021-03-15,734.0
Cuba,2021-03-16,792.0
Cuba,2021-03-17,727.0
Cuba,2021-03-18,689.0
Cuba,2021-03-19,735.0
Cuba,2021-03-20,813.0
Cuba,2021-03-21,796.0
Cuba,2021-03-22,718.0
Cuba,2021-03-23,774.0
Cuba,2021-03-24,736.0
Cuba,2021-03-25,816.0
Cuba,2021-03-26,832.0
Cuba,2021-03-27,950.0
Cuba,2021-03-28,919.0
Cuba,2021-03-29,701.0
Cuba,2021-03-30,1008.0
Cuba,2021-03-31,1051.0
Cuba,2021-04-01,1013.0
Cuba,2021-04-02,1077.0
Cuba,2021-04-03,1029.0
Cuba,2021-04-04,1162.0
Cuba,2021-04-05,1066.0
Cuba,2021-04-06,1030.0
Cuba,2021-04-07,961.0
Cuba,2021-04-08,914.0
Cuba,2021-04-09,1017.0
Cuba,2021-04-10,1040.0
Cuba,2021-04-11,959.0
Cuba,2021-04-12,854.0
Cuba,2021-04-13,1060.0
Cuba,2021-04-14,959.0
